Store,ST_AS,Sales,Customers,Promo,StateHoliday,SchoolHoliday,Promo2,PromoInterval
479,0,9323.299,1103.125,0.382,0.046,0.178,1,1
480,0,4108.002,518.889,0.382,0.04,0.184,0,0
481,10,4274.258,395.238,0.382,0.044,0.205,1,1
482,2,6918.971,764.489,0.382,0.046,0.178,0,0
483,8,4097.421,538.231,0.382,0.046,0.178,1,0
484,8,6423.199,615.768,0.382,0.04,0.169,0,0
485,11,3997.057,345.454,0.377,0.051,0.164,1,0
486,0,3528.443,430.04,0.382,0.046,0.18,1,0
487,11,5825.32,563.26,0.382,0.04,0.169,1,0
488,8,3068.019,322.923,0.382,0.04,0.169,0,0
489,0,6049.859,537.91,0.382,0.046,0.178,1,0
490,0,6769.566,872.868,0.377,0.051,0.164,1,0
491,11,5564.757,434.932,0.382,0.049,0.165,1,2
492,0,6366.099,936.591,0.377,0.051,0.164,1,0
493,11,6860.219,668.403,0.382,0.046,0.18,1,0
494,1,7649.296,1079.606,0.382,0.04,0.184,0,0
495,3,4251.822,325.732,0.382,0.049,0.165,1,0
496,11,6432.546,690.996,0.382,0.04,0.184,0,0
497,8,7513.289,925.557,0.382,0.044,0.205,0,0
498,0,5741.219,725.859,0.377,0.051,0.164,1,0
499,10,4252.869,608.467,0.382,0.049,0.165,1,1
500,11,4393.418,324.586,0.377,0.051,0.164,1,0
501,8,4413.23,482.346,0.377,0.051,0.164,0,0
502,0,8893.214,1248.633,0.382,0.044,0.205,1,0
503,11,5546.279,389.661,0.382,0.046,0.178,1,0
504,10,5553.881,793.493,0.382,0.04,0.222,0,0
505,0,3939.671,490.46,0.382,0.049,0.165,1,1
506,0,6269.498,696.057,0.382,0.046,0.18,1,1
507,8,6992.617,548.92,0.382,0.046,0.18,1,0
508,8,5575.09,545.764,0.382,0.046,0.18,1,0
509,0,5078.21,429.726,0.382,0.044,0.205,1,0
510,8,6778.408,696.469,0.382,0.046,0.18,0,0
511,0,4712.589,674.638,0.382,0.04,0.222,0,0
512,5,5416.463,1265.883,0.377,0.051,0.164,1,2
513,0,15129.943,1744.721,0.382,0.04,0.184,0,0
514,10,4723.269,495.603,0.377,0.051,0.164,1,0
515,11,7490.765,610.554,0.382,0.046,0.18,1,1
516,8,4861.791,628.946,0.382,0.046,0.18,1,2
517,8,4804.131,524.469,0.382,0.044,0.205,0,0
518,11,4820.544,414.492,0.377,0.051,0.164,1,0
519,10,4416.3,465.304,0.382,0.04,0.169,1,0
520,8,3220.669,343.776,0.382,0.04,0.169,1,2
521,3,4284.512,352.694,0.382,0.046,0.159,1,2
522,11,6758.391,520.281,0.377,0.051,0.164,1,0
523,10,12925.685,1483.867,0.382,0.04,0.184,0,0
524,8,7211.499,765.499,0.382,0.04,0.169,0,0
525,11,8505.796,727.78,0.382,0.04,0.184,0,0
526,0,8824.672,1209.278,0.382,0.041,0.177,1,2
527,11,8899.996,829.494,0.382,0.046,0.18,0,0
528,8,8852.189,790.122,0.382,0.046,0.18,1,0
529,11,6511.514,633.519,0.382,0.04,0.169,0,0
530,8,4457.215,722.113,0.382,0.04,0.169,0,0
531,8,4079.742,499.868,0.382,0.04,0.179,0,0
532,8,9009.66,1057.61,0.382,0.046,0.18,0,0
533,8,7967.672,744.197,0.382,0.049,0.165,0,0
534,3,6180.322,467.412,0.377,0.051,0.164,1,0
535,0,6711.45,762.968,0.382,0.046,0.18,0,0
536,8,6883.328,730.238,0.382,0.046,0.18,1,1
537,0,4602.759,498.396,0.382,0.049,0.165,1,0
538,0,3211.757,472.668,0.382,0.04,0.169,0,0
539,0,9281.555,937.332,0.377,0.051,0.164,1,0
540,11,4635.451,321.103,0.377,0.051,0.164,1,0
541,8,5557.869,708.777,0.382,0.046,0.18,0,0
542,0,5125.872,436.253,0.377,0.051,0.164,1,0
543,2,2313.468,199.133,0.382,0.044,0.205,0,0
544,0,11670.604,1527.766,0.382,0.048,0.183,1,0
545,8,8794.973,849.141,0.382,0.046,0.18,1,1
546,0,11386.755,1349.345,0.382,0.04,0.184,0,0
547,11,4720.381,362.9,0.377,0.051,0.164,1,2
548,11,4135.968,326.866,0.382,0.044,0.205,0,0
549,8,3864.002,455.846,0.382,0.04,0.179,0,0
550,11,4952.657,411.765,0.382,0.044,0.205,0,0
551,8,5459.186,822.07,0.382,0.04,0.169,0,0
552,0,6402.1,571.984,0.382,0.044,0.205,1,0
553,2,5805.723,526.864,0.382,0.049,0.165,1,0
554,10,3729.421,454.433,0.382,0.04,0.179,0,0
555,3,4252.394,393.711,0.377,0.051,0.164,1,2
556,11,5967.053,690.506,0.382,0.04,0.184,0,0
557,0,3619.996,558.324,0.382,0.046,0.18,0,0
558,0,2697.829,377.044,0.382,0.04,0.179,0,0
559,3,4871.242,621.249,0.382,0.046,0.178,1,1
560,10,10794.911,1300.729,0.382,0.04,0.184,0,0
561,3,5717.485,564.746,0.382,0.046,0.18,0,0
562,9,17969.556,3105.053,0.382,0.04,0.222,0,0
563,0,4541.9,578.807,0.382,0.046,0.18,1,0
564,11,4571.552,404.083,0.382,0.046,0.18,1,0
565,8,5488.077,655.218,0.382,0.046,0.18,0,0
566,0,4081.993,453.458,0.382,0.04,0.179,1,0
567,2,4334.535,555.24,0.382,0.046,0.18,1,1
568,11,4043.869,343.159,0.382,0.044,0.205,1,0
569,0,3761.499,543.35,0.382,0.04,0.184,0,0
570,0,3750.616,547.277,0.382,0.046,0.18,0,0
571,3,6353.55,472.358,0.377,0.051,0.164,1,0
572,11,5674.809,470.803,0.382,0.046,0.18,1,0
573,0,3261.621,275.227,0.377,0.051,0.164,1,0
574,3,7339.613,549.817,0.382,0.049,0.165,0,0
575,0,4411.602,405.161,0.377,0.051,0.164,1,0
576,2,5811.352,803.201,0.382,0.04,0.184,0,0
577,8,4122.589,485.528,0.382,0.04,0.169,1,2
578,3,7809.041,739.967,0.382,0.04,0.169,0,0
579,2,6859.126,753.696,0.382,0.046,0.18,0,0
580,8,8487.226,1333.921,0.382,0.04,0.169,0,0
581,0,4410.793,485.963,0.382,0.046,0.159,0,0
582,0,5830.203,716.683,0.382,0.044,0.205,0,0
583,0,3570.369,371.85,0.382,0.046,0.178,0,0
584,3,3925.641,359.355,0.382,0.044,0.205,1,2
585,11,4723.273,718.249,0.382,0.04,0.169,0,0
586,8,12465.394,1945.285,0.382,0.046,0.18,0,0
587,11,7942.252,563.567,0.377,0.051,0.164,1,0
588,11,5122.309,550.254,0.382,0.04,0.169,0,0
589,8,3754.963,396.877,0.382,0.044,0.205,1,1
590,11,4111.146,323.007,0.382,0.049,0.165,1,0
591,8,4702.174,411.366,0.382,0.049,0.165,1,2
592,0,3678.758,471.378,0.382,0.046,0.18,0,0
593,8,7913.204,1025.165,0.382,0.04,0.169,0,0
594,0,3458.81,380.079,0.382,0.04,0.184,0,0
595,10,12499.981,1467.639,0.382,0.04,0.184,0,0
596,2,3750.066,581.247,0.382,0.04,0.184,0,0
597,0,4201.162,601.637,0.382,0.046,0.159,1,2
598,2,4835.1,597.876,0.377,0.051,0.164,1,0
599,11,8131.068,728.707,0.382,0.04,0.184,0,0
600,11,5823.087,515.387,0.382,0.04,0.169,1,1
601,3,4042.437,326.901,0.382,0.044,0.205,1,0
602,0,5223.387,509.223,0.382,0.044,0.205,1,2
603,0,5623.197,766.948,0.382,0.049,0.165,1,0
604,3,6535.094,485.59,0.377,0.051,0.164,0,0
605,3,5803.397,420.149,0.382,0.049,0.165,1,0
606,0,4859.81,516.692,0.382,0.04,0.184,0,0
607,0,3239.166,343.744,0.382,0.041,0.177,1,0
608,8,7722.97,780.477,0.382,0.046,0.178,1,0
609,0,3860.117,419.981,0.382,0.04,0.184,0,0
610,0,3471.289,430.351,0.382,0.046,0.18,0,0
611,0,4753.051,402.515,0.377,0.051,0.164,1,0
612,11,5602.141,348.632,0.377,0.051,0.164,1,0
613,2,5585.549,830.855,0.382,0.041,0.177,1,0
614,0,5457.197,779.326,0.382,0.048,0.183,0,0
615,3,8052.443,1028.157,0.382,0.044,0.205,0,0
616,8,7018.866,686.728,0.382,0.046,0.18,1,2
617,8,5265.551,475.862,0.382,0.048,0.183,1,0
618,11,5663.144,419.159,0.382,0.044,0.205,0,0
619,0,3531.453,351.933,0.377,0.051,0.164,1,1
620,11,6379.001,582.086,0.377,0.051,0.164,1,0
621,0,4892.504,666.944,0.382,0.046,0.18,0,0
622,8,3593.718,357.877,0.382,0.04,0.169,0,0
623,0,5810.929,678.489,0.382,0.046,0.18,1,0
624,8,5804.515,564.72,0.382,0.046,0.18,0,0
625,0,5210.034,510.116,0.382,0.046,0.18,1,1
626,10,7768.973,686.95,0.382,0.048,0.183,0,0
627,10,4967.27,510.4,0.382,0.044,0.205,0,0
628,8,5185.954,634.972,0.382,0.04,0.222,0,0
629,3,6279.689,556.877,0.377,0.051,0.164,1,2
630,0,5735.7,656.259,0.382,0.041,0.177,0,0
631,11,4494.523,531.357,0.382,0.04,0.169,1,2
632,0,5849.85,752.052,0.382,0.04,0.179,0,0
633,3,5914.102,451.139,0.377,0.051,0.164,1,0
634,3,5558.775,539.212,0.382,0.048,0.183,0,0
635,0,4893.005,494.097,0.382,0.046,0.178,0,0
636,2,4871.975,587.512,0.377,0.051,0.164,1,0
637,11,7145.011,568.715,0.377,0.051,0.164,1,1
638,3,4899.652,413.941,0.377,0.051,0.164,0,0
639,0,3915.424,401.891,0.382,0.046,0.18,0,0
640,11,9538.184,727.322,0.382,0.046,0.18,0,0
641,8,4766.864,444.96,0.382,0.046,0.18,1,2
642,10,3020.659,396.845,0.382,0.046,0.18,1,2
643,0,6653.539,849.12,0.382,0.04,0.169,1,1
644,2,7304.763,804.053,0.377,0.051,0.164,1,0
645,0,8850.754,1094.805,0.382,0.049,0.165,1,1
646,0,4124.177,579.665,0.377,0.051,0.164,0,0
647,8,4806.016,563.857,0.382,0.04,0.169,0,0
648,3,5471.351,507.537,0.382,0.04,0.184,0,0
649,0,3050.274,320.179,0.382,0.046,0.178,0,0
650,0,5244.336,544.722,0.377,0.051,0.164,1,0
651,0,6298.046,784.309,0.382,0.046,0.18,0,0
652,0,5510.222,565.344,0.382,0.041,0.177,0,0
653,11,4891.909,413.631,0.382,0.046,0.18,1,1
654,2,5361.591,566.521,0.382,0.048,0.183,0,0
655,11,6641.935,568.494,0.382,0.046,0.18,1,1
656,3,2690.547,314.362,0.382,0.044,0.205,1,0
657,10,4987.748,631.142,0.382,0.046,0.18,1,0
658,11,5010.434,495.042,0.382,0.046,0.18,1,0
659,3,4679.34,567.984,0.382,0.044,0.205,0,0
660,0,3788.292,408.214,0.377,0.051,0.164,1,0
661,11,5842.785,480.901,0.382,0.044,0.205,0,0
662,3,7023.978,641.969,0.382,0.04,0.222,0,0
663,8,3846.256,524.697,0.382,0.049,0.165,0,0
664,11,4095.709,498.81,0.382,0.046,0.178,0,0
665,0,6752.252,1035.958,0.382,0.044,0.205,1,0
666,10,5787.586,540.137,0.382,0.049,0.165,1,2
667,11,7303.43,659.425,0.382,0.04,0.169,0,0
668,2,7441.22,962.713,0.382,0.04,0.184,0,0
669,3,3704.293,323.244,0.377,0.051,0.164,1,0
670,0,5398.889,573.971,0.377,0.051,0.164,1,1
671,8,4870.555,487.307,0.377,0.051,0.164,1,0
672,2,7317.348,1150.305,0.382,0.048,0.183,0,0
673,11,5877.83,480.662,0.382,0.049,0.165,1,1
674,0,6488.576,803.116,0.382,0.046,0.18,1,1
675,0,3546.992,371.739,0.382,0.046,0.18,1,0
676,5,7491.605,1644.598,0.382,0.044,0.205,0,0
677,3,6514.574,523.263,0.377,0.051,0.164,1,1
678,2,6036.785,682.51,0.382,0.046,0.18,1,0
679,0,8276.048,883.389,0.382,0.04,0.184,0,0
680,2,4332.229,658.343,0.382,0.04,0.169,1,2
681,8,2899.868,398.107,0.382,0.046,0.159,1,2
682,1,11207.409,1758.843,0.382,0.04,0.184,0,0
683,0,7612.861,730.986,0.382,0.04,0.184,0,0
684,11,6336.003,508.112,0.377,0.051,0.164,1,0
685,0,5483.226,506.477,0.382,0.046,0.18,1,0
686,0,5175.499,624.098,0.382,0.048,0.183,0,0
687,11,6923.726,607.309,0.382,0.046,0.18,0,0
688,0,2994.002,301.523,0.382,0.046,0.178,1,0
689,3,5841.841,591.514,0.382,0.044,0.205,0,0
690,0,4622.718,655.081,0.382,0.046,0.18,0,0
691,11,6922.524,513.801,0.382,0.046,0.18,1,0
692,0,5448.383,659.144,0.382,0.046,0.18,0,0
693,3,5478.556,410.012,0.382,0.044,0.205,1,0
694,8,6603.64,637.032,0.377,0.051,0.164,1,0
695,0,4459.918,424.96,0.382,0.046,0.18,1,0
696,8,6533.449,828.601,0.382,0.04,0.179,0,0
697,3,8812.271,830.803,0.382,0.046,0.18,1,0
698,0,12953.577,1611.788,0.382,0.04,0.184,0,0
699,0,6765.625,795.448,0.382,0.044,0.205,1,0
700,8,3500.91,423.611,0.382,0.044,0.205,1,0
701,3,4742.113,516.677,0.377,0.051,0.164,1,0
702,0,3589.195,284.921,0.377,0.051,0.164,1,1
703,0,2721.153,291.552,0.382,0.046,0.18,0,0
704,11,8639.487,895.669,0.382,0.04,0.184,0,0
705,0,6588.642,793.333,0.382,0.046,0.18,1,1
706,3,4712.811,430.339,0.377,0.051,0.164,1,2
707,8,6880.118,755.807,0.382,0.046,0.18,0,0
708,10,3339.203,345.427,0.382,0.048,0.183,1,0
709,0,8228.601,1080.07,0.382,0.04,0.184,0,0
710,3,3730.894,306.23,0.377,0.051,0.164,1,0
711,3,5682.937,420.253,0.377,0.051,0.164,1,0
712,0,5269.31,471.569,0.377,0.051,0.164,1,0
713,8,8863.445,1086.437,0.382,0.046,0.18,1,0
714,11,3756.281,273.123,0.382,0.049,0.165,1,0
715,0,5347.229,556.383,0.382,0.046,0.178,0,0
716,3,4691.326,372.797,0.377,0.051,0.164,1,0
717,11,4592.044,462.621,0.382,0.046,0.18,1,0
718,0,6559.168,709.068,0.382,0.044,0.205,0,0
719,10,4417.681,374.802,0.377,0.051,0.164,1,1
720,8,5964.167,597.138,0.382,0.04,0.169,1,1
721,8,6386.365,629.367,0.382,0.04,0.169,1,2
722,0,8186.763,1317.541,0.382,0.04,0.222,0,0
723,11,5830.226,469.959,0.382,0.044,0.205,1,1
724,11,5634.027,578.136,0.382,0.046,0.18,0,0
725,11,4783.419,495.499,0.382,0.04,0.169,0,0
726,8,9148.583,881.461,0.382,0.048,0.183,0,0
727,0,3755.176,375.438,0.382,0.044,0.205,0,0
728,3,4326.874,377.827,0.382,0.049,0.165,1,0
729,10,8723.571,895.052,0.382,0.046,0.18,0,0
730,2,6704.259,819.185,0.382,0.04,0.184,0,0
731,0,7619.323,783.346,0.382,0.046,0.18,1,0
732,8,5452.14,620.031,0.382,0.04,0.169,0,0
733,5,14933.289,3403.459,0.382,0.046,0.18,0,0
734,0,4945.677,468.104,0.382,0.046,0.18,1,2
735,11,4569.493,450.725,0.382,0.046,0.178,0,0
736,10,4303.186,417.908,0.377,0.051,0.164,1,0
737,0,5059.283,742.954,0.382,0.046,0.18,1,0
738,11,7036.306,580.293,0.382,0.046,0.18,0,0
739,11,7842.834,627.993,0.377,0.051,0.164,1,0
740,3,5785.516,422.131,0.382,0.044,0.205,0,0
741,11,6341.468,765.882,0.382,0.04,0.222,0,0
742,11,6637.12,721.755,0.382,0.046,0.18,0,0
743,0,3160.234,346.386,0.382,0.048,0.183,1,0
744,0,5951.881,666.307,0.377,0.051,0.164,1,0
745,0,6209.428,587.591,0.382,0.048,0.183,1,0
746,11,5007.312,422.047,0.382,0.044,0.205,1,2
747,10,6646.682,580.734,0.382,0.046,0.178,0,0
748,3,4744.851,403.275,0.382,0.046,0.18,1,0
749,0,4291.827,526.306,0.382,0.046,0.159,1,0
750,3,4100.73,330.532,0.377,0.051,0.164,1,0
751,0,3486.658,474.465,0.382,0.046,0.18,0,0
752,0,4342.933,379.907,0.382,0.046,0.18,1,1
753,11,7203.087,632.062,0.382,0.046,0.18,1,2
754,10,6713.377,801.557,0.382,0.041,0.177,1,2
755,11,8691.499,742.381,0.382,0.041,0.177,0,0
756,8,13706.775,1940.531,0.382,0.046,0.18,1,0
757,8,5130.334,441.996,0.382,0.049,0.165,0,0
758,8,4000.123,523.243,0.382,0.049,0.165,0,0
759,0,5797.131,640.441,0.382,0.046,0.18,1,1
760,0,6300.434,1012.282,0.382,0.04,0.184,0,0
761,0,7265.298,828.066,0.382,0.04,0.184,0,0
762,11,3148.298,315.597,0.382,0.049,0.165,1,2
763,11,5097.874,487.941,0.382,0.04,0.169,0,0
764,8,2881.533,322.652,0.382,0.046,0.159,1,2
765,8,7016.811,586.226,0.382,0.049,0.165,1,0
766,11,5025.189,434.664,0.377,0.051,0.164,0,0
767,8,5013.108,512.094,0.382,0.04,0.169,0,0
768,8,10812.74,1119.774,0.382,0.04,0.169,0,0
769,5,10825.902,3081.052,0.382,0.046,0.18,1,0
770,8,5356.897,606.38,0.382,0.046,0.18,0,0
771,0,5515.951,565.398,0.377,0.051,0.164,0,0
772,11,2977.561,405.743,0.382,0.04,0.179,0,0
773,0,4739.152,656.517,0.382,0.044,0.205,0,0
774,8,4572.288,593.756,0.382,0.04,0.169,0,0
775,11,7131.574,509.658,0.377,0.051,0.164,1,0
776,2,3958.1,440.366,0.382,0.046,0.18,1,0
777,11,3300.703,289.86,0.382,0.049,0.165,1,2
778,0,4842.456,656.868,0.377,0.051,0.164,1,0
779,0,5902.598,579.687,0.382,0.048,0.183,0,0
780,0,5421.239,653.308,0.382,0.048,0.183,0,0
781,0,4075.908,557.227,0.382,0.046,0.178,0,0
782,10,4539.039,424.409,0.382,0.046,0.159,1,0
783,11,5694.973,563.395,0.382,0.041,0.177,0,0
784,0,6410.053,682.383,0.382,0.046,0.18,1,0
785,11,5384.791,464.251,0.382,0.046,0.18,1,1
786,0,2950.813,457.915,0.382,0.046,0.178,1,1
787,10,8468.339,945.579,0.382,0.048,0.183,0,0
788,8,14949.194,1429.761,0.382,0.04,0.184,0,0
789,8,2787.971,387.023,0.382,0.049,0.165,0,0
790,11,6179.204,565.736,0.382,0.044,0.205,0,0
791,0,6341.801,670.171,0.382,0.046,0.18,0,0
792,3,6110.745,572.033,0.382,0.046,0.18,1,1
793,3,3995.99,378.633,0.382,0.046,0.18,0,0
794,10,2553.476,432.088,0.382,0.048,0.183,0,0
795,3,3765.724,386.439,0.382,0.046,0.18,1,2
796,8,5991.166,552.244,0.382,0.046,0.18,0,0
797,0,3453.193,340.127,0.377,0.051,0.164,1,0
798,0,6183.921,745.712,0.382,0.048,0.183,0,0
799,8,8182.797,743.136,0.382,0.046,0.18,0,0
800,3,4413.864,412.915,0.382,0.046,0.159,0,0
801,3,4032.548,394.814,0.382,0.04,0.169,0,0
802,8,5693.634,435.271,0.382,0.04,0.169,1,1
803,3,4937.012,401.721,0.382,0.044,0.205,1,2
804,10,4039.05,361.383,0.377,0.051,0.164,1,0
805,3,4992.599,469.724,0.377,0.051,0.164,1,2
806,3,5586.748,431.07,0.377,0.051,0.164,1,1
807,0,8141.67,814.259,0.382,0.044,0.205,0,0
808,0,6037.244,497.967,0.382,0.048,0.183,1,1
809,0,7768.18,663.401,0.382,0.046,0.18,0,0
810,11,4904.244,404.254,0.382,0.046,0.159,0,0
811,0,3438.979,568.251,0.382,0.04,0.169,0,0
812,3,5271.855,642.919,0.382,0.048,0.183,0,0
813,0,4792.914,536.345,0.382,0.049,0.165,0,0
814,11,7036.973,577.174,0.382,0.041,0.177,0,0
815,0,6889.46,669.132,0.377,0.051,0.164,1,0
816,10,4244.869,614.125,0.382,0.046,0.18,0,0
817,0,18108.139,2605.488,0.382,0.04,0.184,0,0
818,3,5066.196,526.689,0.382,0.044,0.205,1,2
819,8,5069.451,449.389,0.382,0.04,0.169,0,0
820,8,9917.413,894.098,0.377,0.051,0.164,1,0
821,0,5773.878,708.382,0.382,0.04,0.184,0,0
822,8,6439.84,529.895,0.382,0.04,0.169,1,2
823,8,4829.16,474.396,0.382,0.04,0.169,0,0
824,0,5688.005,718.104,0.382,0.04,0.169,0,0
825,0,3744.244,440.697,0.377,0.051,0.164,1,0
826,8,7281.538,635.205,0.382,0.046,0.18,0,0
827,8,10615.938,1382.67,0.382,0.04,0.184,0,0
828,11,4305.688,486.105,0.382,0.046,0.178,0,0
829,2,4908.751,655.742,0.382,0.044,0.205,0,0
830,8,5112.958,435.921,0.382,0.048,0.183,1,0
831,0,10493.347,1304.09,0.382,0.046,0.18,0,0
832,3,5430.763,459.68,0.382,0.044,0.205,1,1
833,11,4557.688,418.594,0.382,0.046,0.159,1,2
834,0,4884.222,532.185,0.382,0.04,0.184,0,0
835,0,4224.303,536.793,0.382,0.046,0.18,1,2
836,0,4890.321,589.108,0.382,0.048,0.183,0,0
837,8,2769.39,366.852,0.382,0.044,0.205,0,0
838,11,6630.623,678.839,0.382,0.041,0.177,1,2
839,2,4267.189,538.532,0.382,0.04,0.184,0,0
840,0,6091.414,878.742,0.382,0.04,0.222,0,0
841,0,2461.396,341.29,0.382,0.048,0.183,0,0
842,11,15242.115,943.046,0.377,0.051,0.164,0,0
843,2,7880.537,929.019,0.382,0.04,0.184,0,0
844,0,3455.644,375.631,0.382,0.046,0.18,1,1
845,3,3977.669,294.837,0.382,0.046,0.18,1,0
846,8,7628.443,715.01,0.382,0.046,0.18,1,0
847,10,5858.521,832.638,0.382,0.046,0.18,1,1
848,8,5370.648,610.055,0.382,0.049,0.165,1,0
849,10,6787.358,740.005,0.382,0.04,0.222,0,0
850,3,5082.57,535.201,0.382,0.046,0.18,1,0
851,11,4475.005,385.423,0.377,0.051,0.164,1,2
852,2,3819.201,484.13,0.382,0.044,0.205,1,0
853,0,7624.089,841.545,0.382,0.049,0.165,0,0
854,2,5446.042,563.666,0.382,0.048,0.183,1,0
855,0,4753.287,506.749,0.382,0.049,0.165,1,1
856,0,5944.401,797.222,0.382,0.04,0.179,0,0
857,2,6173.65,765.234,0.382,0.044,0.205,1,2
858,0,3902.356,343.084,0.377,0.051,0.164,1,0
859,2,6157.43,595.949,0.377,0.051,0.164,0,0
860,10,4799.366,607.709,0.382,0.04,0.179,0,0
861,10,2838.925,413.268,0.382,0.046,0.159,1,2
862,8,7128.519,930.601,0.382,0.04,0.169,1,0
863,8,7257.814,865.063,0.382,0.04,0.169,0,0
864,0,3520.78,484.98,0.382,0.049,0.165,1,1
865,11,6257.292,526.909,0.382,0.046,0.18,0,0
866,3,5698.64,402.939,0.382,0.044,0.205,1,1
867,11,4044.283,383.106,0.382,0.04,0.169,0,0
868,11,7941.244,540.654,0.382,0.044,0.205,1,0
869,2,4946.051,720.452,0.382,0.048,0.183,1,0
870,0,5678.711,711.814,0.382,0.04,0.184,0,0
871,11,5190.498,397.655,0.382,0.044,0.205,0,0
872,8,7059.3,679.537,0.382,0.046,0.18,1,2
873,0,3174.107,377.792,0.382,0.048,0.183,0,0
874,0,3814.878,424.265,0.382,0.04,0.222,0,0
875,3,4185.812,388.864,0.382,0.046,0.159,1,1
876,0,7504.613,826.97,0.382,0.046,0.178,1,1
877,8,5417.4,747.384,0.382,0.04,0.169,0,0
878,11,7220.452,658.884,0.382,0.046,0.178,0,0
879,3,3087.831,285.009,0.377,0.051,0.164,1,1
880,8,6192.128,651.834,0.382,0.049,0.165,0,0
881,0,3475.743,513.053,0.382,0.046,0.18,1,1
882,0,5393.9,687.644,0.382,0.046,0.18,0,0
883,0,3943.502,415.646,0.382,0.046,0.18,0,0
884,11,4543.48,434.964,0.377,0.051,0.164,0,0
885,0,4496.743,600.737,0.382,0.046,0.18,0,0
886,8,5327.9,503.622,0.382,0.046,0.18,0,0
887,3,5644.427,472.976,0.382,0.044,0.205,1,0
888,3,6657.126,618.719,0.382,0.04,0.169,1,2
889,3,3431.7,375.057,0.382,0.046,0.178,0,0
890,0,4701.584,364.893,0.377,0.051,0.164,1,0
891,8,6570.798,904.065,0.382,0.046,0.18,1,1
892,0,6292.3,645.899,0.382,0.048,0.183,0,0
893,0,5248.917,679.321,0.377,0.051,0.164,1,0
894,0,6931.208,846.882,0.382,0.046,0.18,0,0
895,8,7695.236,727.279,0.382,0.049,0.165,0,0
896,8,5774.023,905.299,0.382,0.04,0.169,0,0
897,10,2884.831,285.441,0.382,0.046,0.159,1,1
898,0,5491.794,590.169,0.382,0.041,0.177,0,0
899,3,4362.299,465.774,0.382,0.048,0.183,1,0
900,0,4795.893,450.52,0.377,0.051,0.164,1,0
901,8,6018.192,531.577,0.382,0.04,0.169,0,0
902,0,4009.743,516.096,0.377,0.051,0.164,1,0
903,11,9631.765,671.051,0.377,0.051,0.164,0,0
904,11,4937.234,421.769,0.377,0.051,0.164,1,0
905,0,7054.21,1048.136,0.382,0.046,0.18,0,0
906,0,9061.332,1053.641,0.382,0.044,0.205,0,0
907,8,5185.684,685.825,0.382,0.046,0.18,0,0
908,0,3511.04,301.02,0.382,0.044,0.205,1,0
909,8,8591.679,816.883,0.377,0.051,0.164,1,1
910,11,4727.037,474.931,0.382,0.046,0.178,1,0
911,8,8226.93,756.885,0.382,0.04,0.169,0,0
912,10,4798.862,631.399,0.382,0.04,0.169,0,0
913,0,7325.177,957.609,0.382,0.046,0.159,0,0
914,10,7912.165,943.321,0.382,0.04,0.169,1,2
915,11,5200.927,421.517,0.377,0.051,0.164,1,0
916,0,4433.766,580.399,0.382,0.046,0.18,0,0
917,0,5543.093,613.017,0.382,0.046,0.18,0,0
918,8,4295.193,457.851,0.382,0.048,0.183,0,0
919,0,4535.743,554.352,0.377,0.051,0.164,1,1
920,0,4729.987,477.319,0.377,0.051,0.164,1,0
921,0,7844.626,906.351,0.382,0.048,0.183,0,0
922,3,6092.92,586.947,0.382,0.046,0.18,0,0
923,0,4423.811,532.734,0.382,0.04,0.184,0,0
924,0,3930.463,372.254,0.382,0.046,0.18,1,0
925,2,5464.399,978.7,0.382,0.049,0.165,1,0
926,11,6004.244,448.736,0.382,0.046,0.18,1,0
927,0,5370.9,714.146,0.382,0.046,0.18,0,0
928,11,6627.854,572.765,0.382,0.046,0.18,1,1
929,8,4839.948,591.877,0.382,0.04,0.169,0,0
930,0,5912.923,968.127,0.382,0.046,0.18,0,0
931,8,3333.582,410.286,0.382,0.04,0.169,1,0
932,0,6078.12,600.864,0.377,0.051,0.164,1,0
933,8,6070.652,749.605,0.382,0.048,0.183,0,0
934,8,5593.27,562.014,0.382,0.046,0.18,1,0
935,8,4702.923,499.718,0.382,0.04,0.169,0,0
936,0,5835.293,737.144,0.382,0.046,0.18,0,0
937,3,5996.704,485.419,0.382,0.044,0.205,1,0
938,0,7830.108,802.067,0.382,0.04,0.222,0,0
939,3,4943.466,476.753,0.382,0.046,0.18,0,0
940,11,6005.331,615.238,0.382,0.048,0.183,0,0
941,0,4128.044,454.679,0.377,0.051,0.164,1,0
942,11,5022.912,390.017,0.382,0.044,0.205,1,0
943,11,5763.263,500.995,0.382,0.046,0.18,0,0
944,2,6600.338,1023.298,0.382,0.04,0.222,0,0
945,8,3641.152,441.842,0.382,0.04,0.169,0,0
946,0,3476.083,440.471,0.382,0.046,0.159,1,0
947,0,6868.937,933.3,0.382,0.049,0.165,1,0
948,5,6833.667,1686.978,0.382,0.049,0.165,0,0
949,0,4452.659,413.566,0.382,0.04,0.184,0,0
950,0,4724.306,462.625,0.382,0.049,0.165,0,0
951,11,6431.281,594.449,0.382,0.046,0.18,1,0
952,11,5389.612,435.088,0.377,0.051,0.164,0,0
953,0,4419.259,450.434,0.382,0.041,0.177,1,2
954,0,5760.671,748.731,0.382,0.046,0.18,1,0
955,11,3902.897,377.676,0.382,0.046,0.18,1,2
956,0,3176.42,408.83,0.382,0.046,0.18,1,1
957,11,6574.019,707.987,0.382,0.04,0.184,0,0
